track_id,track_name,artist_name,album_release_date,month_of_release,track_popularity,duration_ms,duration_min,explicit,is_hit
72khpWnaVccMIEfJNLbzf4,Don't Understand,Post Malone,2023-08-02,8,45.0,183379,3.0563166666666666,0,0
35PZZmwJIEvwfI4z1nMXRI,Sign Me Up,Post Malone,2023-08-02,8,46.0,198937,3.3156166666666667,1,0
38qzuxvgmEEtlKIE9jDJWK,Texas Tea,Post Malone,2023-08-02,8,45.0,139360,2.3226666666666667,1,0
1jekKGHnTIFpOIVRzlbJOW,Enough Is Enough,Post Malone,2023-08-02,8,46.0,165175,2.7529166666666667,1,0
0RouqUmBBafKBAH3TdIm8l,Novacandy,Post Malone,2023-08-02,8,46.0,197287,3.288116666666667,1,0
71snOgSRnUsYu2G74VBy40,Overdrive,Post Malone,2023-08-02,8,47.0,147679,2.461316666666667,0,0
03VEWFuke6NBTcwZR1rykF,Mourning,Post Malone,2023-05-19,5,43.0,147819,2.46365,0,0
2c7nur5ufdWji2RvzSmxa5,Chemical,Post Malone,2023-07-28,7,42.0,183410,3.0568333333333335,0,0
4Q9r41IbGhNCTdgjxH9w8t,Too Cool To Die,Post Malone,2023-08-02,8,48.0,204952,3.4158666666666666,1,0
0HS8nptHdSq4SB1tAHcDQF,Hold My Breath,Post Malone,2023-08-02,8,45.0,208904,3.481733333333333,0,0
04J9hE3RhAsecsgVWl70jW,Green Thumb,Post Malone,2023-07-28,7,47.0,159406,2.6567666666666665,0,0
04dOWTTfT2PBfurCek1W2E,White Iverson,Post Malone,2023-11-15,11,36.0,256532,4.275533333333334,1,0
2YsUgzl8cw0ClgyobjqLBu,Enough Is Enough,Post Malone,2023-07-28,7,37.0,165175,2.7529166666666667,0,0
0H3JdE4HVvGnOvjcWGiEfn,Candy Paint,Post Malone,2023-04-21,4,34.0,227537,3.7922833333333332,1,0
0onScSO7HtUxKaqxtj0X23,Green Thumb,Post Malone,2023-08-02,8,42.0,159406,2.6567666666666665,0,0
26aVUWea1a8Vp82JpauBNZ,Psycho (feat. Ty Dolla $ign),Post Malone,2023-04-21,4,38.0,221446,3.6907666666666668,1,0
3ImFFwUPvzvqh9A00FRpAE,Buyer Beware,Post Malone,2023-08-02,8,44.0,173481,2.89135,1,0
0F1Q86bN53DpDPodt5VYNs,Take What You Want (feat. Ozzy Osbourne & Travis Scott),Post Malone,2023-04-21,4,44.0,229579,3.8263166666666666,0,0
6RFQBhkNheX5McADjusfjB,Landmine,Post Malone,2023-08-02,8,44.0,184607,3.076783333333333,0,0
6l8mgVN9Xf1hiDIFGA6CTE,AMERICA HAS A PROBLEM (feat. Kendrick Lamar),Beyoncé,2023-05-19,5,62.0,260962,4.349366666666667,1,0
1h6w4POXM2LfG4ZD4xUfZQ,The Hillbillies,Baby Keem,2023-06-05,6,60.0,204800,3.4133333333333336,1,0
3r5lHFACTti0w2REN5tcrn,Sidewalks (feat. Kendrick Lamar),The Weeknd,2023-03-14,3,44.0,231357,3.85595,1,0
5xlLG6RthtyXShVhGA3ojN,AMERICA HAS A PROBLEM (feat. Kendrick Lamar),Beyoncé,2023-05-19,5,42.0,260962,4.349366666666667,0,0
11C4y2Yz1XbHmaQwO06s9f,Dance The Night,Dua Lipa,2023-07-21,7,69.0,176579,2.9429833333333333,0,1
1vYXt7VSjH9JIM5oRRo7vA,Dance The Night - From Barbie The Album,Dua Lipa,2023-05-25,5,81.0,176579,2.9429833333333333,0,1
5vVND8Mey78LZaljL8Nmpd,Houdini - Adam Port Mix,Dua Lipa,2023-11-09,11,59.0,202000,3.3666666666666667,0,0
2L0MWNSUPNEVubHdlncIgY,Levitating,Dua Lipa,2023-09-01,9,41.0,203064,3.3844,0,0
65AjgsSuwgD1vj7Y7XGe6I,Houdini,Dua Lipa,2023-11-09,11,41.0,185917,3.0986166666666666,0,0
6NDP5xSAMXZvZV54xJUVZ7,Houdini (London Sessions),Dua Lipa,2023-11-09,11,37.0,182738,3.0456333333333334,0,0
6LlfNW9JzD0USPRkD8imdc,Dance The Night,Dua Lipa,2023-07-21,7,33.0,176579,2.9429833333333333,0,0
2Gk6fi0dqt91NKvlzGsmm7,SAY MY GRACE (feat. Travis Scott),Offset,2023-10-13,10,68.0,173253,2.88755,1,1
76gcXhY3Zv6wW0BTe9nHJo,TIL FURTHER NOTICE (feat. James Blake & 21 Savage),Travis Scott,2023-07-28,7,75.0,314836,5.2472666666666665,1,1
6w9GrSUaQQIaMBYtabge7p,Embarrassed (feat. Travis Scott),Don Toliver,2023-02-28,2,72.0,192693,3.21155,1,1
1i9lZvlaDdWDPyXEE95aiq,TELEKINESIS (feat. SZA & Future),Travis Scott,2023-07-28,7,76.0,353754,5.8959,1,1
4kjI1gwQZRKNDkw1nI475M,MY EYES,Travis Scott,2023-07-28,7,80.0,251249,4.187483333333334,1,1
6wsqVwoiVH2kde4k4KKAFU,I KNOW ?,Travis Scott,2023-07-28,7,80.0,211582,3.5263666666666666,1,1
42VsgItocQwOQC3XWZ8JNA,FE!N (feat. Playboi Carti),Travis Scott,2023-07-28,7,84.0,191700,3.195,1,1
3KCNiDi9Pza6ZD8FggNoaw,MODERN JAM (feat. Teezo Touchdown),Travis Scott,2023-07-28,7,66.0,255412,4.256866666666666,1,0
0hL9gOw6XBWsygEUcVjxEc,HYAENA,Travis Scott,2023-07-28,7,67.0,222085,3.701416666666667,1,1
1PH2MDbcBAU094DlgTIND1,THANK GOD,Travis Scott,2023-07-28,7,69.0,184888,3.0814666666666666,1,1
0bkV1iQHSxBaksUqgEkcbc,SKITZO (feat. Young Thug),Travis Scott,2023-07-28,7,67.0,366592,6.109866666666667,1,1
0lodMO0qK83vfPiiD7FMEt,TOPIA TWINS (feat. Rob49 & 21 Savage),Travis Scott,2023-07-28,7,72.0,223173,3.71955,1,1
7LSpFCvRZZot2AlmkUzy9k,SIRENS,Travis Scott,2023-07-28,7,65.0,204447,3.40745,1,0
2Hc1LaV6bzFil3dE71eORA,Aye (feat. Travis Scott),Lil Uzi Vert,2023-06-30,6,61.0,207835,3.4639166666666665,1,0
3KEMjT3QVfKIl4E9DIcrmF,FE!N (feat. Playboi Carti),Travis Scott,2023-07-26,7,64.0,191702,3.1950333333333334,0,0
7EiUtdeoWcKqLi5ELZCjYf,LOST FOREVER (feat. Westside Gunn),Travis Scott,2023-07-28,7,62.0,163071,2.71785,1,0
0a4SMs889NwP8oWI7Vemle,LOOOVE (feat. Kid Cudi),Travis Scott,2023-07-28,7,62.0,226715,3.778583333333333,1,0
04WxWo7XeVyx22xEsrWRUb,GOD'S COUNTRY,Travis Scott,2023-07-28,7,63.0,127991,2.133183333333333,1,0
7H3FchOw88kkcGH5d8kCb0,Ring Ring,CHASE B,2023-05-11,5,50.0,186833,3.1138833333333333,1,0
4CljUDO1I5hpKjwSNK6RWY,Water - Remix,Tyla,2023-11-17,11,54.0,200255,3.3375833333333333,0,0
0r75DNlHu4recmKUdZeMfG,"Wit Da Racks (feat. 21 Savage, Travis Scott & Yak Gotti)",Young Thug,2023-06-23,6,51.0,226413,3.77355,1,0
2Q0aElTZQtEUsoiaQfizu6,PARASAIL (feat. Yung Lean & Dave Chappelle),Travis Scott,2023-07-28,7,57.0,154964,2.5827333333333335,0,0
0OEe83mMZ5kaNw5uZQ7ilG,DELRESTO (ECHOES) (feat. Beyoncé),Travis Scott,2023-07-28,7,59.0,274137,4.56895,0,0
4Zsi5pyvmZBxvRg0KeDFMC,Abracadabra (feat. Travis Scott),Young Thug,2023-06-23,6,49.0,247733,4.1288833333333335,1,0
2uhKoZLKLmxGxnIR1I1Vdi,I KNOW ?,Travis Scott,2023-07-26,7,46.0,211582,3.5263666666666666,0,0
6EpZVG2zXeXGUitW8979U8,DELRESTO (ECHOES) (feat. Beyoncé),Travis Scott,2023-07-26,7,45.0,274137,4.56895,0,0
60om0XhleyPKnNnmzkWR7l,Embarrassed (feat. Travis Scott),Don Toliver,2023-02-23,2,47.0,192693,3.21155,1,0
7x5eFT2bneXycmYKfz5NMo,MY EYES,Travis Scott,2023-07-26,7,53.0,251249,4.187483333333334,0,0
3CNbrXrUrEARw8zeKNCdYo,GUCCI LOS PAÑOS,KAROL G,2023-02-24,2,67.0,186453,3.10755,1,1
5bD6mFl116xCxVMLy7IK9F,GATITA GANGSTER,KAROL G,2023-08-10,8,64.0,170920,2.8486666666666665,1,0
7gUtEoYJcPnhF4bJAJ3O8q,GATITA GANGSTER,KAROL G,2023-08-11,8,53.0,170920,2.8486666666666665,1,0
2oMjKuKUEJFuLiVmTq7Vjx,TQG,KAROL G,2023-02-23,2,65.0,198360,3.306,1,0
3gOI5aQD4mOMLsP3aWrkon,TUS GAFITAS,KAROL G,2023-02-24,2,65.0,167786,2.7964333333333333,0,0
6Vn1vje8yMw2OY6IOk9dkH,GATÚBELA,KAROL G,2023-02-24,2,66.0,208013,3.4668833333333335,0,0
4NoOME4Dhf4xgxbHDT7VGe,X SI VOLVEMOS,KAROL G,2023-02-24,2,76.0,200120,3.3353333333333333,1,1
6otePxalBK8AVa20xhZYVQ,MIENTRAS ME CURO DEL CORA,KAROL G,2023-02-24,2,75.0,164386,2.7397666666666667,0,1
4bycD60yZgR6anIBtmU8UH,MAÑANA SERÁ BONITO,KAROL G,2023-02-24,2,68.0,210986,3.5164333333333335,0,1
0GJwUAlBMJTbY4VE7iE761,UNA NOCHE EN MEDELLÍN - REMIX,KAROL G,2023-08-10,8,76.0,205144,3.4190666666666667,1,1
54zcJnb3tp9c5OVKREZ1Is,MI EX TENÍA RAZÓN,KAROL G,2023-08-10,8,78.0,154374,2.5729,0,1
1dw7qShk971xMD6r6mA4VN,PERO TÚ,KAROL G,2023-02-24,2,74.0,183480,3.058,1,1
0DWdj2oZMBFSzRsi2Cvfzf,TQG,KAROL G,2023-02-24,2,80.0,197933,3.2988833333333334,1,1
5RqSsdzTNPX1uzkmlHCFvK,QLONA,KAROL G,2023-08-10,8,79.0,172797,2.87995,1,1
505v13epFXodT9fVAJ6h8k,AMARGURA,KAROL G,2023-02-24,2,82.0,170480,2.8413333333333335,1,1
3HqcNJdZ2seoGxhn0wVNDK,PROVENZA,KAROL G,2023-02-24,2,81.0,207626,3.4604333333333335,0,1
3Zyk5Vd9WNPNVWxvb0EZTk,X SI VOLVEMOS,KAROL G,2023-02-03,2,64.0,203360,3.3893333333333335,1,0
35FW5OEe4p38LdjK1KqT2X,Tá OK (Remix),DENNIS,2023-08-03,8,68.0,171760,2.8626666666666667,0,1
3mFNc5EQn30irR983Wg9OD,KÁRMIKA,KAROL G,2023-02-24,2,67.0,236586,3.9431,0,1
601dhwn8qc31FrSlMu5wEf,OKI DOKI,KAROL G,2023-08-11,8,64.0,143789,2.3964833333333333,1,0
7eTv2OTr3aY5iKtFdBusoA,BESTIES,KAROL G,2023-02-24,2,64.0,162146,2.7024333333333335,1,0
16dUQ4quIHDe4ZZ0wF1EMN,CAIRO,KAROL G,2023-02-24,2,69.0,198666,3.3111,1,1
4iGQ8o9Ih6J1OuDDGCXSCL,DISPO,KAROL G,2023-08-11,8,63.0,193961,3.232683333333333,1,0
3goYw6YHoCjA1sfBzpdgzH,CAROLINA,KAROL G,2023-02-24,2,69.0,162093,2.70155,0,1
1HLaJowFbNM3MPyqnk5vjW,Labios Mordidos (with KAROL G),Kali Uchis,2023-11-24,11,58.0,195373,3.2562166666666665,0,0
3XB5uhhlYSnkxpSihkNQwh,QLONA,KAROL G,2023-08-11,8,70.0,172797,2.87995,1,1
5yAIrkplUEpMNeojW8Q30o,OJOS FERRARI,KAROL G,2023-02-24,2,63.0,180040,3.0006666666666666,1,0
0BFQC00Y58JtjMyTXOJazO,S91,KAROL G,2023-08-10,8,67.0,173005,2.8834166666666667,0,1
7mLPSkAJraASgNk6ywyTkp,MI EX TENÍA RAZÓN,KAROL G,2023-08-11,8,63.0,154374,2.5729,0,0
0v2Swij0g2VfvSq3c3uaG3,Don't Be Shy,Tiësto,2023-04-21,4,64.0,140500,2.341666666666667,1,0
4gJfPoMIcSDGY0tMGxm6Fu,OKI DOKI,KAROL G,2023-08-10,8,65.0,143789,2.3964833333333333,1,0
2PRmf1sl1EV0zceL9dbvxE,OJOS FERRARI,KAROL G,2023-02-23,2,49.0,180466,3.0077666666666665,1,0
6MZi5j60L80SZLBxN0bv8s,WATATI (feat. Aldo Ranks) [From Barbie The Album],KAROL G,2023-06-01,6,57.0,166882,2.7813666666666665,0,0
5CQXesQM39J0CBnY0Npp6S,BICHOTAG,KAROL G,2023-08-11,8,54.0,133977,2.23295,1,0
6NlJtxTYtt0b8tY2IAZDAV,S91,KAROL G,2023-08-11,8,56.0,173005,2.8834166666666667,0,0
